Country,Longitude,Latitude,Basin,Seep_Type,Seep_Name,CH4_Concentration,C2_Concentration,C3_Concentration,Delta13C1,DeltaD1,Bernard_Ratio
Saudi Arabia,-5.5092,37.119,Colorado Basin,Gas,Oil Seep 1,6.5,0.3,93.7,-29.6,-200,1.4
Uzbekistan,29.1654,11.0005,Great South Basin,Gas,Oil Seep 1,7.2,0.2,92.6,-30.1,-204,1.6
Russia,-85.7569,21.0602,Maranon Basin,Gas,Gas Seep 2,7.1,0.3,93.5,-30.1,-203,1.3
Iraq,5.4136,42.3574,_RARE_,Oil,Oil Seep 3,7.1,0.2,93.7,-30.1,-205,1.3
Venezuela,-75.7474,26.8718,Nile Delta Basin,Gas,Gas Seep 1,6.1,0.2,93.2,-29.2,-199,1.3
Saudi Arabia,50.4574,-25.6835,Campeche Basin,Gas,Gas Seep 1,6.5,0.5,93.7,-29.8,-202,1.1
Thailand,-105.3606,42.3466,Nam Con Son Basin,Oil,Oil Seep 1,6.1,0.4,92.7,-29.2,-199,1.2
Turkey,-93.3282,60.4797,Zambezi Basin,Gas,Oil Seep 3,5.7,0.2,92.6,-29.6,-198,1.4
Venezuela,8.8747,39.5236,Taiwan Basin,Oil,Oil Seep 1,6.1,0.3,93.5,-29.5,-201,1.4
Yemen,-74.0508,41.3105,Colorado Basin,Oil,Gas Seep 2,6.5,0.3,92.7,-29.7,-200,1.5
Saudi Arabia,8.3494,-15.3998,Shabwah Basin,Oil,Oil Seep 2,7.0,0.2,93.5,-29.4,-198,1.3
United Arab Emirates,5.3451,39.0861,Gulf of Thailand Basin,Oil,Oil Seep 2,6.8,0.3,93.8,-29.1,-198,1.3
Kuwait,-74.963,33.2711,Caribbean Basin,Gas,Gas Seep 2,5.6,0.4,93.9,-29.5,-199,1.3
Thailand,-118.2433,14.3573,Colorado Basin,Gas,Oil Seep 1,7.1,0.2,92.7,-30.1,-202,1.5
_RARE_,28.2204,39.2683,Swiss Jura Basin,Oil,Oil Seep 1,5.8,0.2,92.8,-29.2,-198,1.4
Norway,64.8195,46.3878,South Uruguay Basin,Oil,Oil Seep 2,7.2,0.3,92.9,-29.1,-201,1.3
Venezuela,51.5896,23.755,Gulf of Lion Basin,Gas,Oil Seep 3,6.2,0.3,93.3,-29.5,-201,1.3
United States,-104.676,8.1308,Nile Delta Basin,Gas,Gas Seep 2,7.2,0.3,93.3,-29.5,-199,1.3
Iraq,5.2354,-15.3863,San Joaquin Basin,Oil,Oil Seep 1,6.8,0.3,93.9,-30.1,-203,1.5
Yemen,-70.5281,47.191,Denver Basin,Gas,Oil Seep 2,6.9,0.2,94.0,-29.4,-200,1.4
Turkey,-2.2736,39.7393,Luapula Basin,Gas,Gas Seep 1,7.2,0.3,92.7,-29.5,-202,1.4
Canada,-122.4055,23.6318,Qatar Arch Basin,Gas,Gas Seep 2,7.1,0.4,93.2,-29.4,-201,1.3
Uzbekistan,-94.7715,-19.5266,Malay Basin,Oil,Oil Seep 1,6.9,0.2,93.5,-29.5,-202,1.4
Venezuela,47.5096,46.6898,Western Canada Sedimentary Basin,Oil,Oil Seep 3,6.9,0.1,93.0,-29.5,-199,1.5
Saudi Arabia,-17.4936,20.9599,Luangwa Basin,Gas,Oil Seep 1,7.0,0.3,92.7,-30.1,-204,1.5
_RARE_,32.9369,56.184,Atlantic Margin Basin,Gas,Oil Seep 1,6.5,0.3,92.7,-29.9,-205,1.3
United States,-93.8267,44.9209,Sudan Basin,Oil,Oil Seep 1,7.2,0.4,93.3,-29.4,-205,1.5
Zimbabwe,-74.108,36.8993,Rumaila Basin,Gas,Oil Seep 3,7.1,0.1,93.9,-29.5,-205,1.3
Zambia,27.2605,37.0663,Maranon Basin,Gas,Oil Seep 1,7.0,0.3,93.8,-30.1,-199,1.6
Norway,-105.5287,-35.1995,Red River Basin,Oil,Gas Seep 1,6.8,0.1,93.5,-29.5,-203,1.4
Venezuela,30.3923,35.1145,Gulf of Lion Basin,Gas,Oil Seep 2,6.2,0.4,93.1,-29.4,-201,1.5
Indonesia,50.2406,35.158,Shabwah Basin,Gas,Oil Seep 3,6.8,0.5,92.7,-29.8,-202,1.4
Kuwait,56.881,42.3376,Manica Basin,Oil,Gas Seep 2,6.3,0.2,93.5,-29.5,-205,1.4
Mexico,-87.7338,43.4017,Guayaquil Basin,Gas,Oil Seep 3,6.9,0.4,92.7,-29.9,-199,1.3
Yemen,-51.364,15.537,Burgos Basin,Gas,Gas Seep 2,6.2,0.4,92.9,-29.2,-199,1.2
Zimbabwe,112.4361,37.5681,North West Shelf Basin,Gas,Oil Seep 1,6.1,0.3,93.8,-29.6,-199,1.6
Vietnam,55.1137,15.5061,Santos Basin,Oil,Oil Seep 3,6.1,0.2,93.5,-29.5,-202,1.4
Vietnam,-4.8074,35.046,Barinas Basin,Oil,Oil Seep 1,5.7,0.4,93.8,-29.2,-201,1.3
Norway,54.6666,-15.4194,Persian Gulf Basin,Oil,Oil Seep 1,6.5,0.3,93.8,-29.8,-205,1.5
Yemen,48.9265,60.4746,Houston Basin,Gas,Oil Seep 2,6.3,0.2,92.8,-29.2,-201,1.3
United States,-93.3105,-10.8343,Salalah Basin,Oil,Oil Seep 2,6.3,0.4,92.7,-29.5,-201,1.5
United States,-80.218,-17.4275,New York Basin,Oil,Oil Seep 3,6.5,0.4,93.0,-29.7,-204,1.3
Venezuela,27.9358,10.8209,North Sea Basin,Oil,Oil Seep 3,7.0,0.3,93.5,-29.6,-201,1.4
Venezuela,120.9723,46.6758,Maracaibo Basin,Oil,Gas Seep 2,7.2,0.5,92.7,-29.5,-202,1.4
_RARE_,74.7017,-3.3281,Caspian Basin,Oil,Oil Seep 1,5.7,0.4,93.8,-30.1,-204,1.6
_RARE_,-72.7823,37.3723,Zambezi Basin,Oil,Gas Seep 2,7.2,0.4,93.8,-29.4,-201,1.3
Uzbekistan,-74.5474,-25.2415,Chilean Basin,Gas,Oil Seep 2,5.6,0.1,93.5,-30.0,-202,1.4
Canada,100.8854,-9.4265,Southern California Borderland Basin,Gas,Oil Seep 1,6.2,0.2,93.5,-29.5,-202,1.4
Indonesia,-73.0329,30.3534,West Siberian Basin,Oil,Gas Seep 2,6.5,0.3,93.9,-30.1,-199,1.3
Mexico,-118.0872,2.9727,Baghdad Basin,Oil,Oil Seep 2,6.3,0.2,93.7,-29.2,-201,1.4
United States,115.0183,34.1503,German North Sea Basin,Oil,Oil Seep 1,6.9,0.3,92.8,-29.1,-205,1.2
Norway,-105.18,33.2787,Lodi Basin,Gas,Oil Seep 3,7.0,0.2,93.8,-30.1,-203,1.5
United States,-79.303,6.7703,Atlantic Margin Basin,Oil,Gas Seep 1,6.3,0.2,92.9,-29.5,-201,1.4
Mexico,32.9636,55.6962,Malay Basin,Gas,Oil Seep 3,6.7,0.2,93.7,-29.8,-198,1.4
Zimbabwe,-73.6673,23.849,Niger Delta Basin,Oil,Gas Seep 1,6.7,0.3,93.1,-29.6,-205,1.3
Mexico,104.7815,36.9357,Persian Gulf Basin,Gas,Gas Seep 2,6.3,0.3,92.7,-29.2,-205,1.6
Canada,30.5225,40.6133,Adriatic Basin,Gas,Gas Seep 2,5.7,0.2,93.8,-30.2,-201,1.1
Turkey,109.1173,47.5478,Nam Con Son Basin,Gas,Oil Seep 2,6.2,0.1,93.3,-29.5,-202,1.5
Kuwait,-3.7462,20.9479,Yangtze Basin,Gas,Oil Seep 3,6.2,0.4,92.6,-29.6,-199,1.5
Norway,-97.4884,6.7376,Sirte Basin,Gas,Gas Seep 2,6.1,0.4,93.5,-29.5,-205,1.4
Venezuela,5.3687,69.0409,Upper Peninsula Basin,Gas,Oil Seep 3,6.1,0.2,93.5,-29.9,-201,1.4
United Arab Emirates,-108.6558,-13.4133,Providence Basin,Oil,Oil Seep 3,5.7,0.2,92.7,-29.5,-202,1.3
India,108.2539,47.8086,Persian Gulf Basin,Gas,Gas Seep 2,5.8,0.3,92.9,-30.1,-199,1.2
Canada,44.4592,-1.218,Zimbabwe Border Basin,Oil,Gas Seep 1,6.3,0.4,94.0,-29.4,-202,1.4
Russia,89.5036,40.9916,White Tiger Basin,Oil,Gas Seep 2,5.7,0.2,92.9,-29.9,-202,1.5
Norway,-73.956,31.6644,Niger Delta Basin,Oil,Oil Seep 2,6.3,0.4,93.3,-29.2,-199,1.4
Venezuela,108.2606,50.6696,New York Basin,Oil,Oil Seep 3,5.7,0.2,92.9,-29.2,-202,1.5
Saudi Arabia,33.0637,11.6307,Norwegian Sea Basin,Gas,Oil Seep 3,7.0,0.2,93.0,-29.5,-202,1.4
United States,64.7452,39.5652,Black Sea Basin,Gas,Gas Seep 2,6.3,0.2,93.2,-29.4,-199,1.6
United Arab Emirates,53.6896,29.3214,Yangtze Basin,Oil,Oil Seep 1,6.1,0.3,93.2,-29.2,-199,1.5
Zimbabwe,-56.3326,23.706,Black Sea Basin,Gas,Oil Seep 1,7.0,0.3,93.8,-30.1,-204,1.5
Saudi Arabia,29.7668,66.031,Bach Long Vi Basin,Gas,Oil Seep 2,5.8,0.2,92.8,-29.5,-205,1.4
Yemen,-74.1067,30.6752,Mahakam Delta Basin,Oil,Oil Seep 1,7.2,0.1,92.7,-29.2,-204,1.5
Vietnam,28.1057,51.022,Red River Basin,Oil,Oil Seep 3,7.1,0.2,93.5,-29.8,-204,1.6
United States,-69.1602,30.3098,Taiwan Basin,Gas,Gas Seep 2,6.8,0.1,93.5,-30.1,-204,1.2
Zimbabwe,67.7254,26.9922,Anadarko Basin,Oil,Oil Seep 1,7.2,0.2,93.1,-29.9,-203,1.4
United States,1.8824,14.3437,Caribbean Basin,Gas,Oil Seep 2,6.7,0.3,93.6,-29.6,-204,1.6
India,92.0052,20.7343,Cauvery Basin,Oil,Oil Seep 3,7.0,0.2,92.6,-29.6,-203,1.5
Iraq,-104.1552,38.6057,Zambezi Basin,Gas,Gas Seep 2,6.2,0.1,93.8,-30.0,-204,1.3
United States,-67.9168,10.5308,New Jersey Basin,Oil,Gas Seep 2,6.7,0.3,93.1,-29.2,-203,1.5
Zimbabwe,105.7423,42.2084,Western Zambia Basin,Gas,Gas Seep 1,6.1,0.2,93.6,-29.5,-202,1.4
Yemen,32.9819,25.0152,Agulhas Basin,Gas,Gas Seep 1,6.9,0.2,92.6,-29.5,-204,1.6
Uzbekistan,-122.0851,42.3442,Zimbabwe Border Basin,Gas,Gas Seep 2,6.3,0.4,93.7,-29.3,-201,1.4
Norway,-5.7623,59.1213,New Hebrides Basin,Oil,Oil Seep 1,6.1,0.1,92.7,-30.0,-204,1.5
Kuwait,5.3819,-19.0034,New Hebrides Basin,Gas,Oil Seep 1,6.3,0.3,92.7,-30.1,-205,1.5
Vietnam,-80.8697,-41.7585,South Uruguay Basin,Oil,Oil Seep 3,7.0,0.2,93.7,-29.8,-202,1.4
Norway,-97.0876,41.2262,Bukhara-Khiva Basin,Gas,Oil Seep 3,7.1,0.4,93.3,-30.1,-199,1.5
Zimbabwe,55.3423,32.8207,Falkland Plateau Basin,Gas,Oil Seep 2,6.1,0.4,93.3,-29.5,-201,1.3
Vietnam,-71.6801,-29.7964,North West Shelf Basin,Gas,Gas Seep 2,7.2,0.4,92.8,-29.5,-204,1.2
Kuwait,-89.0102,38.0896,Abu Dhabi Basin,Oil,Oil Seep 3,6.1,0.4,93.9,-29.2,-199,1.3
_RARE_,43.6932,47.355,Dutch North Sea Basin,Gas,Oil Seep 2,7.2,0.4,92.8,-30.0,-201,1.5
Yemen,-113.8635,15.4419,Nam Con Son Basin,Oil,Gas Seep 1,6.2,0.2,93.7,-29.6,-202,1.4
United States,69.0364,34.0507,Bas Cuu Long Basin,Oil,Oil Seep 2,5.6,0.4,92.9,-30.0,-201,1.3
Canada,135.1841,37.9671,Basin and Range Basin,Oil,Oil Seep 1,5.8,0.3,93.8,-29.6,-198,1.3
Mexico,104.2902,-40.8248,Caspian Basin,Gas,Oil Seep 1,6.1,0.3,93.8,-29.4,-202,1.3
Zimbabwe,5.4476,55.4053,Nankai Trough Basin,Gas,Oil Seep 2,6.5,0.3,94.0,-29.7,-205,1.5
Venezuela,30.5233,34.97,Salalah Basin,Gas,Oil Seep 2,7.2,0.3,93.3,-29.7,-201,1.3
Venezuela,-102.7277,47.2777,Southern California Continental Borderland Basin,Gas,Oil Seep 3,6.8,0.2,92.7,-29.4,-204,1.5
Yemen,5.2926,40.5833,Arabian Basin,Oil,Oil Seep 1,5.8,0.2,92.7,-29.4,-204,1.6
Zimbabwe,-118.2533,-40.3434,Fox Basin,Gas,Gas Seep 1,6.1,0.2,94.0,-29.8,-202,1.4
Vietnam,33.7268,41.3267,Persian Gulf Basin,Oil,Oil Seep 1,6.3,0.3,93.3,-29.5,-205,1.4
_RARE_,-42.6645,6.6801,Offshore Singapore Basin,Oil,Oil Seep 3,6.1,0.3,93.9,-29.4,-202,1.4
Zambia,-122.3013,10.779,Offshore Singapore Basin,Gas,Oil Seep 3,7.2,0.2,93.0,-29.5,-202,1.4
Vietnam,-86.8684,5.3836,Black Sea Basin,Oil,Gas Seep 2,6.1,0.2,93.6,-29.5,-203,1.4
Zimbabwe,121.6556,12.8696,Bas Cuu Long Basin,Gas,Gas Seep 2,6.5,0.4,93.2,-30.1,-199,1.6
Iraq,64.1551,22.7721,Bas Cuu Long Basin,Oil,Oil Seep 2,6.1,0.2,92.6,-29.4,-201,1.4
Mexico,-74.716,41.2936,Falkland Plateau Basin,Oil,Oil Seep 1,7.0,0.2,92.6,-30.1,-204,1.5
Zimbabwe,51.0954,10.5956,Gulf of Valencia Basin,Gas,Gas Seep 2,5.8,0.3,93.6,-29.7,-201,1.3
United States,122.6944,47.5665,_RARE_,Gas,Gas Seep 2,5.8,0.5,92.7,-30.1,-204,1.2
Zambia,15.1126,41.2909,Mahakam Delta Basin,Gas,Oil Seep 3,6.8,0.4,93.5,-29.4,-201,1.4
Zimbabwe,105.6246,10.4482,Southern Georgia Embayment Basin,Gas,Oil Seep 1,7.0,0.3,93.5,-29.9,-199,1.3
_RARE_,9.0455,30.183,Philadelphia Basin,Oil,Oil Seep 1,7.0,0.3,93.7,-30.0,-204,1.4
Zambia,-89.1536,47.856,New Jersey Basin,Gas,Oil Seep 3,6.7,0.3,93.6,-29.4,-205,1.3
Iraq,-89.0277,11.7916,Eastern Venezuela Basin,Gas,Oil Seep 3,6.8,0.3,94.0,-29.5,-202,1.5
Vietnam,-74.2392,0.4566,Salalah Basin,Oil,Gas Seep 2,6.9,0.1,92.7,-30.1,-204,1.5
_RARE_,-74.8713,56.1562,Arabian Basin,Oil,Oil Seep 2,6.8,0.1,93.2,-30.0,-202,1.4
Kuwait,166.9592,-23.1404,Great Basin Basin,Gas,Oil Seep 3,6.1,0.4,93.2,-29.4,-202,1.4
India,106.7201,61.5398,Sudan Basin,Gas,Oil Seep 2,6.3,0.2,92.6,-29.4,-204,1.5
India,-95.6045,46.6076,Cauvery Basin,Gas,Oil Seep 1,7.0,0.3,93.5,-30.1,-202,1.4
Turkey,-116.4405,69.0409,Red River Basin,Oil,Oil Seep 2,6.2,0.2,93.5,-29.5,-198,1.4
Norway,-86.3438,3.8135,Levant Basin,Oil,Oil Seep 1,5.8,0.3,92.7,-30.1,-205,1.5
Zimbabwe,101.2692,-37.2216,Philippine Basin,Oil,Gas Seep 2,6.1,0.2,93.6,-29.5,-201,1.4
Canada,-72.7174,-15.415,Amu Darya Basin,Oil,Oil Seep 2,6.3,0.4,92.6,-29.6,-201,1.2
_RARE_,65.69,44.9851,Cauvery Basin,Oil,Oil Seep 3,7.0,0.4,92.6,-29.4,-205,1.3
Vietnam,-122.3879,39.742,Dutch North Sea Basin,Oil,Oil Seep 3,6.1,0.4,92.6,-29.4,-202,1.4
Norway,166.9592,26.4799,East Coast Basin,Gas,Oil Seep 3,7.1,0.2,93.0,-29.8,-201,1.3
Uzbekistan,44.4289,2.9331,Bach Long Vi Basin,Oil,Oil Seep 2,5.8,0.1,93.0,-29.2,-205,1.3
Mexico,-73.7891,-19.7416,Tracy Basin,Oil,Oil Seep 3,5.8,0.1,93.5,-29.1,-199,1.3
India,-84.3173,40.6656,Niger Delta Basin,Gas,Gas Seep 2,7.1,0.4,93.7,-29.4,-201,1.5
Yemen,108.2623,13.0196,Gulf of Valencia Basin,Gas,Gas Seep 1,7.2,0.3,93.3,-29.2,-201,1.3
Iraq,-119.0928,16.6645,Dutch North Sea Basin,Gas,Gas Seep 2,7.2,0.2,92.7,-30.2,-201,1.5
Venezuela,9.8086,28.0925,New Jersey Basin,Oil,Oil Seep 3,6.8,0.3,93.9,-29.5,-202,1.4
Indonesia,-122.4194,11.4547,Southern California Borderland Basin,Gas,Oil Seep 1,7.0,0.2,93.5,-29.5,-204,1.4
_RARE_,102.053,60.8478,Beaufort Sea Basin,Gas,Gas Seep 1,6.9,0.2,93.0,-30.2,-204,1.5
United States,-119.0509,-19.0055,Atlantic Margin Basin,Gas,Oil Seep 2,6.3,0.2,92.9,-29.3,-201,1.4
Canada,31.0586,20.7228,Aden Rift Basin,Oil,Oil Seep 3,5.8,0.2,93.6,-30.1,-202,1.5
Uzbekistan,116.5959,41.4547,New Hebrides Basin,Gas,Gas Seep 2,6.3,0.3,93.5,-29.5,-201,1.3
United States,-119.6118,12.8657,Gulf of Valencia Basin,Gas,Oil Seep 3,6.3,0.4,93.1,-29.4,-199,1.6
Venezuela,-74.1813,31.8922,Swiss Jura Basin,Oil,Gas Seep 1,7.0,0.2,92.7,-30.2,-204,1.5
Zimbabwe,-122.4194,26.4239,Indus Basin,Oil,Oil Seep 2,7.0,0.1,94.0,-29.5,-199,1.1
India,50.8727,30.2736,Fox Basin,Oil,Oil Seep 2,5.7,0.4,93.9,-29.4,-198,1.1
Venezuela,-117.3811,15.1995,Southern California Basin,Oil,Oil Seep 3,6.7,0.3,93.7,-29.5,-199,1.4
Indonesia,-67.1119,-40.4274,New Jersey Basin,Gas,Gas Seep 1,7.1,0.5,92.7,-29.5,-205,1.2
Norway,-3.7009,10.5065,Chilean Basin,Oil,Oil Seep 1,6.8,0.3,93.5,-29.4,-202,1.6
Kuwait,-95.4143,25.6606,Falkland Plateau Basin,Gas,Gas Seep 2,6.2,0.4,93.3,-29.5,-201,1.2
Turkey,35.9207,1.9091,Falkland Plateau Basin,Oil,Oil Seep 1,6.2,0.2,92.9,-29.2,-203,1.5
Uzbekistan,-118.2437,-40.5693,Caribbean Basin,Oil,Oil Seep 2,5.8,0.2,93.7,-29.6,-202,1.3
Canada,123.8847,42.416,Indus Basin,Gas,Oil Seep 3,5.7,0.3,93.7,-30.1,-199,1.5
Norway,-3.6016,29.3678,Nile Delta Basin,Oil,Oil Seep 1,7.0,0.3,93.8,-29.4,-201,1.4
Turkey,121.5912,58.279,Lake Maracaibo Basin,Oil,Gas Seep 1,5.7,0.5,93.0,-29.8,-199,1.4
India,45.186,34.0517,Baghdad Basin,Oil,Oil Seep 2,6.5,0.3,93.8,-29.2,-204,1.4
Zambia,5.5397,30.3261,Philadelphia Basin,Gas,Gas Seep 1,6.1,0.2,93.1,-30.2,-201,1.4
United Arab Emirates,30.523,26.4096,Zimbabwe Basin,Gas,Gas Seep 2,7.1,0.3,93.8,-29.4,-204,1.3
Yemen,-73.9832,-18.9174,Zimbabwe Basin,Gas,Gas Seep 1,7.1,0.3,93.2,-29.7,-199,1.3
Venezuela,103.8379,47.9633,Nam Con Son Basin,Oil,Gas Seep 2,5.7,0.3,93.7,-29.4,-205,1.4
United States,113.6343,33.3404,New Hebrides Basin,Oil,Oil Seep 2,5.8,0.4,93.8,-29.8,-204,1.5
Russia,-74.962,44.8257,North Sea Basin,Gas,Gas Seep 1,5.8,0.2,92.9,-30.2,-204,1.4
Mexico,-74.0572,-15.3945,Caspian Basin,Gas,Oil Seep 1,6.8,0.3,93.7,-29.6,-199,1.3
India,104.1349,34.848,Philadelphia Basin,Oil,Gas Seep 2,5.8,0.3,93.6,-29.4,-202,1.3
Zambia,69.2603,5.4021,North West Shelf Basin,Oil,Oil Seep 3,7.2,0.1,93.8,-29.5,-201,1.5
Russia,-53.9123,29.581,Southern San Francisco Bay Basin,Oil,Gas Seep 1,6.7,0.2,93.5,-29.9,-203,1.1
Kuwait,-83.9246,61.1514,Iowa Basin,Oil,Oil Seep 1,6.2,0.3,93.2,-29.6,-202,1.4
Vietnam,28.029,42.6268,Luapula Basin,Gas,Oil Seep 2,6.9,0.4,92.8,-30.2,-203,1.3
Indonesia,104.1326,26.3682,North West Shelf Basin,Gas,Gas Seep 1,6.7,0.1,93.5,-30.2,-201,1.3
Canada,115.3048,55.5713,Shabwah Basin,Oil,Gas Seep 1,7.2,0.2,93.1,-29.5,-204,1.4
_RARE_,-115.0744,10.9432,Sirte Basin,Gas,Oil Seep 2,7.0,0.2,93.8,-29.5,-201,1.3
Russia,-121.1602,-30.4623,Zimbabwe Basin,Oil,Oil Seep 3,6.3,0.1,94.0,-29.5,-201,1.4
Kuwait,51.7724,43.66,Southern California Basin,Oil,Oil Seep 1,6.2,0.3,93.5,-29.4,-199,1.4
Zimbabwe,-83.3267,46.4648,German North Sea Basin,Gas,Gas Seep 2,6.9,0.4,93.8,-30.0,-201,1.4
Zimbabwe,125.2031,59.9037,Qatar Arch Basin,Gas,Oil Seep 1,6.2,0.3,93.3,-29.4,-203,1.3
United States,31.6761,32.1571,North West Shelf Basin,Oil,Oil Seep 1,7.0,0.4,92.7,-30.1,-204,1.2
Kuwait,0.6334,40.7215,Persian Gulf Basin,Oil,Oil Seep 2,6.2,0.3,92.7,-29.4,-203,1.5
United States,-58.6651,35.2007,Luapula Basin,Oil,Oil Seep 2,5.8,0.2,94.0,-29.4,-205,1.1
Zambia,89.6826,-37.8184,Colorado Basin,Gas,Gas Seep 1,6.9,0.2,92.9,-29.7,-203,1.3
Iraq,8.4604,12.8708,Santos Basin,Oil,Oil Seep 2,6.3,0.4,93.3,-29.5,-199,1.5
Thailand,11.2002,26.4629,Song Hong Basin,Gas,Gas Seep 1,6.3,0.5,93.8,-29.4,-204,1.4
Iraq,31.0168,36.8605,Dong Nai Basin,Gas,Oil Seep 1,7.2,0.3,92.7,-30.1,-204,1.5
Yemen,-90.2322,36.66,Luapula Basin,Oil,Oil Seep 3,6.8,0.2,93.8,-29.5,-204,1.4
Yemen,24.1752,44.9779,Santos Basin,Gas,Gas Seep 2,6.7,0.3,93.0,-29.5,-202,1.4
Russia,108.6709,11.6263,Rumaila Basin,Oil,Oil Seep 2,6.2,0.1,92.6,-30.1,-204,1.4
_RARE_,108.4962,3.9386,Saudi Basin,Gas,Gas Seep 1,7.2,0.4,93.2,-29.2,-199,1.3
Yemen,52.2392,23.8208,German North Sea Basin,Oil,Oil Seep 2,5.7,0.2,93.0,-29.6,-201,1.4
Iraq,51.0916,12.8552,North West Shelf Basin,Oil,Oil Seep 3,6.8,0.3,93.8,-30.1,-205,1.5
Zambia,124.107,23.5477,Basin and Range Basin,Gas,Gas Seep 2,7.2,0.4,92.7,-29.2,-199,1.2
Zambia,9.5746,-0.2499,Southern Georgia Embayment Basin,Oil,Oil Seep 3,6.9,0.4,92.7,-30.1,-203,1.5
Venezuela,-62.298,34.1655,Nankai Trough Basin,Oil,Oil Seep 1,6.1,0.4,93.1,-29.5,-201,1.4
Thailand,-63.7472,41.2877,Levantine Basin,Oil,Oil Seep 2,6.3,0.5,92.7,-30.1,-198,1.4
Thailand,105.3369,18.4067,Austin Chalk Basin,Oil,Gas Seep 1,5.7,0.2,93.5,-29.5,-202,1.4
United States,-109.4593,30.5092,Houston Basin,Oil,Oil Seep 3,7.0,0.3,92.7,-29.2,-199,1.6
Canada,33.0046,29.5324,Southern Georgia Embayment Basin,Gas,Gas Seep 1,5.7,0.3,92.6,-29.2,-199,1.3
Yemen,29.2626,61.2203,Southern California Basin,Gas,Oil Seep 3,6.9,0.3,93.5,-29.2,-199,1.2
Mexico,31.0551,26.3392,Black Sea Basin,Oil,Oil Seep 3,6.1,0.2,93.7,-29.8,-203,1.4
Thailand,-81.9608,15.491,San Joaquin Basin,Oil,Oil Seep 1,6.2,0.3,93.9,-30.0,-200,1.2
Yemen,-70.8462,-34.5742,Philippine Basin,Gas,Oil Seep 1,6.9,0.3,93.5,-30.0,-199,1.4
Saudi Arabia,54.0027,11.0813,Baghdad Basin,Gas,Oil Seep 1,7.0,0.3,93.5,-30.1,-204,1.4
Thailand,-88.0058,36.6485,Malay Basin,Gas,Oil Seep 1,5.8,0.3,93.5,-29.6,-204,1.4
Vietnam,104.0324,30.9267,Southern California Basin,Oil,Oil Seep 3,6.7,0.2,93.7,-29.4,-203,1.4
Iraq,35.219,-19.025,Lodi Basin,Gas,Oil Seep 2,6.8,0.3,93.3,-29.7,-203,1.4
Norway,111.8377,29.4543,Providence Basin,Gas,Oil Seep 3,6.8,0.4,92.9,-29.7,-199,1.5
Iraq,5.7214,54.4389,Mahakam Delta Basin,Gas,Oil Seep 2,6.3,0.4,92.7,-30.0,-201,1.5
Thailand,5.308,35.2664,Atlantic Margin Basin,Gas,Oil Seep 2,6.5,0.4,93.3,-29.3,-201,1.3
Zambia,35.2156,43.1254,Caspian Basin,Gas,Gas Seep 2,5.8,0.2,93.8,-29.5,-199,1.4
Venezuela,46.4924,23.8365,Beaufort Sea Basin,Oil,Oil Seep 2,5.6,0.4,93.9,-29.6,-202,1.3
Zimbabwe,44.6386,42.3482,Caribbean Basin,Gas,Oil Seep 2,6.9,0.5,93.9,-30.1,-199,1.2
_RARE_,-121.6524,37.5679,Limpopo Basin,Gas,Gas Seep 1,5.8,0.3,93.0,-30.2,-201,1.5
Vietnam,-119.5174,12.8595,Limpopo Basin,Oil,Oil Seep 1,6.8,0.3,92.7,-30.1,-204,1.5
_RARE_,28.8663,46.4157,Levantine Basin,Gas,Oil Seep 3,7.1,0.2,92.6,-30.1,-202,1.4
Kuwait,-99.9851,40.9718,Nankai Trough Basin,Oil,Gas Seep 2,5.8,0.4,93.8,-29.3,-205,1.3
United States,69.3009,29.3524,Nam Con Son Basin,Oil,Gas Seep 1,6.9,0.2,93.5,-29.8,-203,1.4
Uzbekistan,-120.6963,-29.7683,Santos Basin,Gas,Oil Seep 2,5.7,0.4,93.5,-29.3,-198,1.4
Uzbekistan,108.2618,6.8055,White Tiger Basin,Oil,Oil Seep 2,6.2,0.3,93.5,-29.5,-202,1.4
Thailand,4.9376,38.0369,New York Basin,Oil,Oil Seep 1,5.8,0.3,93.5,-30.1,-204,1.4
Thailand,104.1486,30.3103,Southern Georgia Embayment Basin,Oil,Oil Seep 2,6.7,0.4,93.6,-29.5,-201,1.3
Thailand,-116.2758,64.8951,Maranon Basin,Oil,Gas Seep 2,7.0,0.1,93.1,-30.1,-205,1.5
Thailand,-67.2698,-32.3802,Barinas Basin,Gas,Oil Seep 2,6.3,0.5,93.5,-29.6,-205,1.6
Saudi Arabia,35.2328,11.1236,Syria Basin,Oil,Gas Seep 1,6.2,0.2,92.7,-29.5,-204,1.5
Venezuela,28.8514,-33.9874,Nile Delta Basin,Oil,Gas Seep 1,6.2,0.2,93.6,-29.5,-202,1.4
_RARE_,108.9081,35.2431,Indus Basin,Gas,Oil Seep 2,7.0,0.5,92.8,-30.1,-205,1.3
Mexico,110.4842,15.427,White Tiger Basin,Oil,Oil Seep 2,5.8,0.4,93.8,-29.6,-199,1.3
Canada,31.8582,40.4708,Lake Maracaibo Basin,Oil,Oil Seep 3,6.8,0.4,93.9,-29.2,-202,1.3
Uzbekistan,-84.3107,-19.0087,Great South Basin,Gas,Gas Seep 2,7.0,0.2,93.5,-29.7,-198,1.4
Norway,-74.7484,33.6571,North Sea Basin,Oil,Oil Seep 1,6.5,0.3,93.3,-30.1,-205,1.4
